,M2.5_971259,M2.5_971259_Body,M2.5_971259_error_Body,M2.5_971259_P,M2.5_971259_error_P,M2.5_971259_SV,M2.5_971259_error_SV,M2.5_971259_SH,M2.5_971259_error_SH
531,,5.277392124248805e-06,2.1903823740976612e-06,3.036815849011636e-11,9.92902330992745e-07,2.944063152515162e-09,3.869866972028224e-06,2.971190711567454e-09,2.1903823740976612e-06
532,,1.5375341042126147e-05,3.1143925774092764e-06,3.508769344569431e-11,8.866432528379367e-07,3.32616655914913e-09,2.994308554248471e-06,3.5605388798329374e-09,3.1143925774092764e-06
533,,1.693136017626516e-05,2.8348388324631498e-06,4.287172685485343e-11,1.1015895768265863e-06,3.4099726691505687e-09,3.108961481245929e-06,3.7173807638724277e-09,2.8348388324631498e-06
534,,9.904711640585663e-06,3.7484696749753534e-06,6.878947529622623e-11,9.923433344435531e-07,4.049511559697439e-09,2.345096280737465e-06,4.160130775798503e-09,3.7484696749753534e-06
535,,1.289447486385629e-05,3.823478920469213e-06,7.904425667668166e-11,1.202483645615062e-06,4.5030241098831425e-09,1.2293761264225422e-06,4.689796716248196e-09,3.823478920469213e-06
536,,1.6790900830578748e-05,2.8855013976928023e-06,7.837318046842513e-11,9.826598459886163e-07,3.528910123215418e-09,2.302391037445836e-06,3.809620061581165e-09,2.8855013976928023e-06
537,,1.6307434448962687e-05,2.8449567202793955e-06,8.838144302753809e-11,1.1461555574931739e-06,4.23069417101539e-09,1.8192562984080869e-06,4.496886017787759e-09,2.8449567202793955e-06
538,,1.346700614760887e-05,3.980636949058654e-06,1.0472371217119106e-10,9.984964631147512e-07,4.141867165371054e-09,2.286389771619305e-06,4.30488750970866e-09,3.980636949058654e-06
539,,1.4325451877836191e-05,2.983380357860254e-06,1.2298631301792528e-10,1.053183513581647e-06,4.183374610629238e-09,2.0181658026989875e-06,4.374616604410866e-09,2.983380357860254e-06
540,,2.4013362220062936e-05,3.260092088881097e-06,1.4181751333763087e-10,1.0090403040521614e-06,4.2645637611975336e-09,1.378027388953888e-06,4.87863857639142e-09,3.260092088881097e-06
541,,2.1866980215708207e-05,3.603430777909296e-06,1.5900817706601832e-10,1.1419133866779413e-06,4.337685061077196e-09,1.4334394686295226e-06,4.815753415015349e-09,3.603430777909296e-06
542,,2.4894255720214043e-05,3.614159168057931e-06,1.8288366699321913e-10,1.2166149449951751e-06,4.147667248368718e-09,1.6953719337231938e-06,4.79700755051308e-09,3.614159168057931e-06
543,,3.0262247647663887e-05,3.5033507491036097e-06,2.144274147087536e-10,1.1152883880061793e-06,4.051068981302479e-09,2.0603042168437914e-06,4.939506238104891e-09,3.5033507491036097e-06
544,,3.2480679592007696e-05,3.4346125951292388e-06,1.653072215869043e-10,1.109856021254375e-06,3.960183967299002e-09,1.9625668702018233e-06,4.997345305881642e-09,3.4346125951292388e-06
545,,2.053351416512317e-05,3.1734861530225423e-06,1.305119044705463e-10,1.0290797541864454e-06,4.103311789293847e-09,1.5988404352661245e-06,4.515776981343183e-09,3.1734861530225423e-06
546,,1.8364774142154395e-05,3.099058535265489e-06,7.983280426795526e-11,1.0847416645054245e-06,3.6811681590462575e-09,2.590358906551172e-06,4.0233573193053884e-09,3.099058535265489e-06
547,,1.1697317460924725e-05,2.6621411085732363e-06,5.234341636263634e-11,1.0009871466077269e-06,3.6717022411340097e-09,2.929107371338599e-06,3.7910251891590615e-09,2.6621411085732363e-06
548,,1.4941237495230726e-05,2.5379399100562193e-06,3.265169057604217e-11,9.715498158117277e-07,2.0385995117840144e-09,3.880075632112192e-06,2.2641742715227653e-09,2.5379399100562193e-06
549,,1.8201705991098194e-05,2.6856744288916766e-06,2.1149879558471085e-11,8.665761658307461e-07,2.397207921023947e-09,3.5632101058009575e-06,2.715977052756322e-09,2.6856744288916766e-06
550,,1.1580707754151907e-05,2.136628343118481e-06,1.2998252726373261e-11,7.426471726687716e-07,1.860121897398772e-09,4.596558969633052e-06,1.9843786496511834e-09,2.136628343118481e-06
551,,1.2373630931101596e-05,2.3663403021612954e-06,8.43858582405204e-12,8.22263588176061e-07,1.4922641015994863e-09,4.155155108961773e-06,1.6326085814983559e-09,2.3663403021612954e-06
552,,1.0150939257713528e-05,2.0839159997175667e-06,5.169431095121797e-12,7.551209940973321e-07,7.688037156335824e-10,5.331962816027567e-06,8.650120657223883e-10,2.0839159997175667e-06
553,,7.803447022716911e-06,1.780555867771686e-06,3.1709854583967744e-12,6.087355497272953e-07,8.240348299299918e-10,5.4804189580202335e-06,8.759604288704674e-10,1.780555867771686e-06
554,,1.1425201610524094e-05,1.9889472288431624e-06,2.717609703319073e-12,5.695736295398478e-07,8.719667729158184e-10,5.005122364801387e-06,1.00248666053741e-09,1.9889472288431624e-06
555,,8.322922766943214e-06,2.345451749943972e-06,2.1043191163478854e-12,5.32617552587765e-07,4.116072818494577e-10,4.241111273150471e-06,4.808824698653831e-10,2.345451749943972e-06
556,,8.368331144543896e-06,1.8173758262502696e-06,2.351319524159699e-12,5.656909353139722e-07,9.608488321013829e-10,5.205249820138989e-06,1.0349948534409637e-09,1.8173758262502696e-06
557,,1.2976669654612218e-05,2.3664640182870813e-06,2.8351542847327264e-12,6.123889701291425e-07,1.0548456878058482e-09,5.219766518893697e-06,1.2222762017461874e-09,2.3664640182870813e-06
558,,9.568630774746584e-06,1.9022382737925833e-06,3.917784232929852e-12,5.061556529307018e-07,1.3220885487125816e-09,4.8106967840420126e-06,1.4097833481137539e-09,1.9022382737925833e-06
559,,1.0851883407681706e-05,2.237254249128593e-06,4.546899779778119e-12,6.371898366231641e-07,1.077271943737303e-09,5.124897223422331e-06,1.178972306255763e-09,2.237254249128593e-06
560,,1.6290251512554898e-05,2.337893678720928e-06,5.6605523603449884e-12,7.13673083036809e-07,9.351603872433912e-10,3.656959156733239e-06,1.185538633841944e-09,2.337893678720928e-06
561,,1.4527663448960288e-05,2.307603330657133e-06,6.420403097969894e-12,6.566394478387608e-07,1.1160333784268444e-09,4.7094557317161985e-06,1.3145097348106817e-09,2.307603330657133e-06
562,,1.1562572258046688e-05,2.0469026036095017e-06,7.304173945668749e-12,7.42620928959766e-07,1.2931308953189706e-09,4.770143561793037e-06,1.4273160839700582e-09,2.0469026036095017e-06
563,,1.7571458336402684e-05,2.4337641600142415e-06,9.590686710976588e-12,7.722068340701215e-07,1.5811579058031279e-09,3.8143457147139146e-06,1.8960643039720612e-09,2.4337641600142415e-06
564,,2.1309507063462116e-05,2.5325752603462643e-06,1.0680954721527455e-11,6.782522800972766e-07,1.4022605585323137e-09,3.934644338573094e-06,1.8469648034436014e-09,2.5325752603462643e-06
565,,2.299269654961758e-05,2.5193696888712646e-06,2.0362779911315595e-11,9.308469150419976e-07,2.3363866837869e-09,2.9118720766375286e-06,2.8318433747730562e-09,2.5193696888712646e-06
566,,2.990417636151069e-05,2.9731459643756695e-06,2.014548324083201e-11,7.902826012981782e-07,2.513978632022344e-09,3.3529672254867034e-06,3.3755499517534136e-09,2.9731459643756695e-06
567,,2.530022085171446e-05,3.0275442530630694e-06,2.5284317899504215e-11,8.124598818358015e-07,2.2493960174211314e-09,3.6667977583380592e-06,2.8854018196589222e-09,3.0275442530630694e-06
568,,2.3585002887900875e-05,2.793204904399722e-06,2.4596678412758094e-11,8.372496251048033e-07,2.428361781599813e-09,3.716990447464528e-06,2.9787730962253174e-09,2.793204904399722e-06
569,,1.993594566094231e-05,2.947273977288915e-06,3.0921021453066354e-11,9.80808608739921e-07,3.2515315261146452e-09,2.8389746586680558e-06,3.6255273080072985e-09,2.947273977288915e-06
570,,1.9291303397930032e-05,2.5792581555245895e-06,3.125172795634651e-11,1.0543272468782941e-06,3.058741542225538e-09,2.8646382021309673e-06,3.425907373798149e-09,2.5792581555245895e-06
571,,2.5223140588784984e-05,3.111400355805366e-06,3.5436926018974003e-11,1.0332167945329386e-06,3.3391986075555738e-09,3.1040039667065555e-06,3.944711969829018e-09,3.111400355805366e-06
572,,2.715610655590503e-05,2.8290494988628557e-06,3.6539531527253645e-11,8.950799885005008e-07,2.404665758302564e-09,3.3544732914824475e-06,3.1502543187122785e-09,2.8290494988628557e-06
573,,2.3575956883853323e-05,3.0041166344902933e-06,3.9478733619604854e-11,9.163568004750626e-07,2.6511574034071414e-09,3.0523725220260584e-06,3.229107258209706e-09,3.0041166344902933e-06
574,,2.560839293686059e-05,2.957692821341921e-06,4.500380144970424e-11,1.0406719086351343e-06,3.2810886641415508e-09,2.5357895864395123e-06,3.923842792542625e-09,2.957692821341921e-06
575,,2.859834444131335e-05,3.1905946036123853e-06,4.654524422052833e-11,1.0645365787636737e-06,3.0275114870534423e-09,3.2645644372931853e-06,3.856179923483616e-09,3.1905946036123853e-06
576,,2.4212409806533632e-05,2.609983073190113e-06,4.9600928142620195e-11,8.899636224249167e-07,2.8132844347413936e-09,2.898312574480627e-06,3.3643063375057475e-09,2.609983073190113e-06
577,,2.8362552935585448e-05,3.605824734482824e-06,4.804435893097565e-11,9.875465231864732e-07,3.2176736428612883e-09,2.876486348017968e-06,4.012732097447025e-09,3.605824734482824e-06
578,,2.7120734763811417e-05,2.951500157181826e-06,5.5815412058478653e-11,1.0009522232340126e-06,3.206431932317804e-09,2.770916811174368e-06,3.921484840077374e-09,2.951500157181826e-06
579,,2.8504410533763512e-05,2.950191069380321e-06,6.053712158915222e-11,1.1534389388700827e-06,2.88657306846565e-09,3.025153420795816e-06,3.721560935371624e-09,2.950191069380321e-06
580,,2.6099796765402376e-05,3.330339908408546e-06,6.026332933591872e-11,1.0387046600111566e-06,3.0675013154048133e-09,2.821648875725444e-06,3.7477044618892894e-09,3.330339908408546e-06
581,,2.693297138285667e-05,3.1011745487195317e-06,6.313021520838385e-11,1.0392636238186834e-06,3.6510754168098084e-09,2.5196140819370642e-06,4.355857213723645e-09,3.1011745487195317e-06
582,,2.8245326143637035e-05,2.930923484833992e-06,6.223517276520858e-11,9.039095245850307e-07,3.22036370220586e-09,2.780325094006034e-06,4.009389992152071e-09,2.930923484833992e-06
583,,1.8924872661594974e-05,2.837442046436541e-06,7.067999000368831e-11,1.0098319617377742e-06,3.738743912944524e-09,2.4569019318810744e-06,4.097410295705726e-09,2.837442046436541e-06
584,,2.4369254473910206e-05,3.0040352838930994e-06,6.931670094577728e-11,1.0049422947704461e-06,3.609455409636465e-09,2.4196466935234396e-06,4.213361518204548e-09,3.0040352838930994e-06
585,,2.394384149208358e-05,3.3526524721256095e-06,6.924628144650774e-11,1.107772821382597e-06,3.918366499972013e-09,2.0143729916288336e-06,4.480541742362839e-09,3.3526524721256095e-06
586,,1.9638454910081654e-05,3.540088782206771e-06,5.603938537296341e-11,1.0678438071997043e-06,3.6720729260123556e-09,2.63417064515049e-06,4.0578071474058065e-09,3.540088782206771e-06
587,,2.28838654586409e-05,3.0702640285284063e-06,5.86961501303902e-11,9.57595212165861e-07,3.5101504610185206e-09,2.8057480791570684e-06,4.0218022251626855e-09,3.0702640285284063e-06
588,,2.6507584495757975e-05,3.4448292246590676e-06,5.620284099966528e-11,1.0827769702750377e-06,3.5454113256184503e-09,2.4335213446385574e-06,4.24998834720282e-09,3.4448292246590676e-06
589,,1.6380996638237446e-05,3.3368667249263967e-06,6.054732644228142e-11,9.119702521858497e-07,3.768649258527752e-09,2.742995640994693e-06,4.05678187435649e-09,3.3368667249263967e-06
590,,2.0046515411016652e-05,3.4735659185301337e-06,6.330276242239592e-11,1.0181468634161177e-06,4.085361020278684e-09,2.0215708912948664e-06,4.500217991266531e-09,3.4735659185301337e-06
591,,1.1416034872520474e-05,2.826006535728863e-06,6.301822654125858e-11,1.098995920514214e-06,3.648297133350384e-09,2.2900053530266196e-06,3.79834630952401e-09,2.826006535728863e-06
592,,2.029468333612077e-05,3.638627719884492e-06,6.739376093136014e-11,1.102848464349528e-06,3.807198016230955e-09,2.189474950142429e-06,4.227752036046315e-09,3.638627719884492e-06
593,,1.8490023424667287e-05,2.8080383352392435e-06,6.851269693878813e-11,1.162255093830601e-06,3.4027051033328983e-09,2.8771979680494887e-06,3.725322060328438e-09,2.8080383352392435e-06
594,,1.6242783815989623e-05,3.5331871269257164e-06,7.101319310983865e-11,8.857140195837165e-07,3.52710456184654e-09,2.8223201048170316e-06,3.799581277134643e-09,3.5331871269257164e-06
595,,1.8724815134968522e-05,3.3828258866481523e-06,7.403254182413832e-11,1.0209829269501011e-06,3.920968249716324e-09,1.921765699393445e-06,4.2782528821722e-09,3.3828258866481523e-06
596,,2.4595631294621417e-05,3.0556362860943414e-06,7.860572345395889e-11,9.813463634562714e-07,3.7174121119903558e-09,2.239294038470102e-06,4.320409101560757e-09,3.0556362860943414e-06
597,,3.155143583078284e-05,3.609592846220183e-06,7.845067109054442e-11,1.1680488852572402e-06,3.886287273793429e-09,2.077542628844643e-06,4.828788149672325e-09,3.609592846220183e-06
598,,2.6163903921383023e-05,3.129530162547059e-06,7.990390568532776e-11,9.696657844913426e-07,4.109886744465939e-09,1.8631438576962413e-06,4.785907157431023e-09,3.129530162547059e-06
599,,1.8276063646580057e-05,3.1623005129586426e-06,7.92622178634365e-11,9.784639939426233e-07,3.958546018879629e-09,2.339112158686094e-06,4.313788380192935e-09,3.1623005129586426e-06
600,,2.252662478667206e-05,3.2297517555056405e-06,8.211923895625276e-11,1.2417113190402965e-06,3.830876423358801e-09,2.0380516260982805e-06,4.312045688383924e-09,3.2297517555056405e-06
601,,1.563494927438392e-05,3.791672929255189e-06,9.251728117072378e-11,1.0855580361653411e-06,4.295602292179351e-09,1.630130542686884e-06,4.555265979701542e-09,3.791672929255189e-06
602,,2.3033491730134118e-05,2.978661417309158e-06,9.950486469040554e-11,1.2761884733591271e-06,3.6334392731510267e-09,2.6423817394528715e-06,4.1438547771953996e-09,2.978661417309158e-06
603,,2.3683036052096167e-05,3.694425974124233e-06,9.944535407521089e-11,1.1562513424018519e-06,3.722012764378704e-09,2.209651982343436e-06,4.233038858329451e-09,3.694425974124233e-06
604,,2.901841230906269e-05,3.244278007892621e-06,9.466211691839086e-11,1.095916477047854e-06,3.7633030956468266e-09,2.050941729960442e-06,4.568124357359851e-09,3.244278007892621e-06
605,,1.734205216682536e-05,3.541011137943785e-06,9.825765627850213e-11,1.0812183435106665e-06,4.286923002203974e-09,1.8090827056476774e-06,4.555135603298398e-09,3.541011137943785e-06
606,,2.0270632117221435e-05,3.774640939565124e-06,1.0163124026632622e-10,1.2526712810089425e-06,4.250212211338819e-09,1.851508728125097e-06,4.6580308975963275e-09,3.774640939565124e-06
607,,2.1004118150519303e-05,3.3846425627048104e-06,1.008731512246888e-10,1.0578619437426897e-06,4.025757951105119e-09,2.026570662765123e-06,4.4712557894074274e-09,3.3846425627048104e-06
608,,2.360346427787563e-05,2.8612488028917402e-06,1.0334941642017697e-10,1.049933453641254e-06,3.601973510657161e-09,2.4463886486910975e-06,4.1558626569038225e-09,2.8612488028917402e-06
609,,1.7809555932017298e-05,2.8968809663590797e-06,1.0200105545088546e-10,1.1078720818639692e-06,3.834555395540951e-09,2.738241215001737e-06,4.153767959357162e-09,2.8968809663590797e-06
610,,1.518198764024055e-05,3.3918504496300886e-06,9.740786619444204e-11,1.1333453821024422e-06,4.6127649707899464e-09,1.3502831520570706e-06,4.83792010531812e-09,3.3918504496300886e-06
611,,2.382352803934648e-05,3.48988838027422e-06,9.825981191810069e-11,1.0178601312219418e-06,4.260213822897794e-09,1.7603084818232034e-06,4.822058247342689e-09,3.48988838027422e-06
612,,1.7790360016568458e-05,3.4959591277829013e-06,9.868596854298164e-11,1.0220200038128085e-06,4.55919263482102e-09,1.4200058069256277e-06,4.866754260865784e-09,3.4959591277829013e-06
613,,1.9959596246712244e-05,3.6105892927536526e-06,9.843660838527178e-11,1.2009489724402521e-06,4.5263574015649985e-09,1.5492596852819996e-06,4.91782603966079e-09,3.6105892927536526e-06
614,,9.106478320792853e-06,3.2112540927757293e-06,9.889946778051803e-11,1.118492135826147e-06,4.540892594910547e-09,2.1228270329089054e-06,4.6207490887676565e-09,3.2112540927757293e-06
615,,7.229372043838435e-06,3.1771786736387e-06,9.826265355417465e-11,1.192275099063224e-06,4.143851476265053e-09,2.4406174219858527e-06,4.199937446796094e-09,3.1771786736387e-06
616,,3.476209537577927e-06,3.892609718825769e-06,9.707438128194945e-11,1.0436550883981677e-06,4.72975534710525e-09,1.3326538524198809e-06,4.7391862418134755e-09,3.892609718825769e-06
617,,5.19801897987174e-06,3.0948175524720004e-06,9.8533791525622e-11,1.2838782552802492e-06,4.585610055850288e-09,1.8615066108418842e-06,4.60711899655127e-09,3.0948175524720004e-06
618,,1.4181898361979262e-05,3.3464503985789978e-06,8.890444961776427e-11,1.1113478399863746e-06,4.748396007483087e-09,1.3366411271143465e-06,4.9344181587594744e-09,3.3464503985789978e-06
619,,8.409912416332665e-07,3.301700866821089e-06,9.2608520184811e-11,1.059689885232642e-06,4.5738965292957655e-09,1.9490599124749563e-06,4.573909552863432e-09,3.301700866821089e-06
620,,9.956157395401206e-06,4.1423430521298205e-06,8.961634346461872e-11,1.100911810580286e-06,4.747503229902752e-09,1.1552571043216697e-06,4.8336642766282535e-09,4.1423430521298205e-06
621,,6.519223686718052e-06,3.5743947278817576e-06,8.77017935158696e-11,1.1772864748633834e-06,4.592527906942235e-09,1.9275082240837897e-06,4.637897998353354e-09,3.5743947278817576e-06
622,,1.0224814753562219e-05,3.356314515445369e-06,8.482892722985836e-11,1.2255147633230167e-06,4.187720132856386e-09,2.274066597654145e-06,4.28855102529672e-09,3.356314515445369e-06
623,,8.85885979791879e-06,3.2692155832067606e-06,8.161956928428529e-11,1.1487449321649985e-06,3.873828602293986e-09,2.9004551423740423e-06,3.963881105216088e-09,3.2692155832067606e-06
624,,6.63788054688646e-06,3.3882796144462417e-06,8.279950121407321e-11,1.2353905711697664e-06,4.554330879982001e-09,1.9047788114671788e-06,4.5989891267386706e-09,3.3882796144462417e-06
625,,4.532981519100232e-06,3.228278659824533e-06,9.004499277507421e-11,1.151022823359175e-06,4.350253069711651e-09,2.302726233905213e-06,4.374399783850881e-09,3.228278659824533e-06
626,,6.424252915234827e-06,3.4206676863799896e-06,8.847126622881678e-11,1.3027167314509985e-06,4.155749951260969e-09,2.685310351450451e-06,4.200030594357584e-09,3.4206676863799896e-06
627,,1.978993674583753e-06,3.1864118804715936e-06,8.479345351249334e-11,1.0502219586760496e-06,4.093819422703132e-09,2.770867636997426e-06,4.09521707021576e-09,3.1864118804715936e-06
628,,6.1490948598007445e-06,3.1813595840528448e-06,8.007389765163894e-11,1.142150064204069e-06,4.3916837073720104e-09,2.3237410776842863e-06,4.433180389494479e-09,3.1813595840528448e-06
629,,7.379109641219067e-06,3.3100151631874252e-06,7.487007671496003e-11,1.117108652172603e-06,4.213878845769078e-09,2.084590493164834e-06,4.275919499876026e-09,3.3100151631874252e-06
630,,1.1745156797901403e-05,3.7010538140855274e-06,7.346648945543244e-11,1.1783542547661958e-06,4.741094794318992e-09,9.540132381654895e-07,4.880369071537273e-09,3.7010538140855274e-06
631,,1.3342695016322558e-05,3.291136197499717e-06,6.811198200702865e-11,1.2408708524680232e-06,3.953576463977004e-09,2.7394215065012494e-06,4.123986946726802e-09,3.291136197499717e-06
632,,1.1691685994095757e-05,3.23220049521647e-06,6.650515368033068e-11,1.0768886850166935e-06,3.83897680828829e-09,2.927760881286155e-06,3.975657732286921e-09,3.23220049521647e-06
633,,1.6740193094386393e-05,3.0159053885060953e-06,5.884836565634872e-11,1.0732697287595487e-06,3.971380489765169e-09,2.4905860921011504e-06,4.239766240440619e-09,3.0159053885060953e-06
634,,1.9509904698957705e-05,3.4053151035805543e-06,5.393324960401548e-11,1.081682966632715e-06,4.202050228025726e-09,1.612629256772821e-06,4.539154733852411e-09,3.4053151035805543e-06
635,,1.6772293232162318e-05,3.18356662754369e-06,5.086595030809741e-11,1.1305529211007722e-06,3.898094242595234e-09,2.411138888738143e-06,4.1661686488282845e-09,3.18356662754369e-06
636,,2.0066629467832517e-05,2.8482358521193268e-06,4.904745655306372e-11,1.045027572480626e-06,3.2260297903691752e-09,3.190918160405451e-06,3.623058717963569e-09,2.8482358521193268e-06
637,,2.1623155269606623e-05,3.034398123180632e-06,4.081494389525067e-11,9.079165403350341e-07,3.2506178866795523e-09,2.884332736225404e-06,3.717136365318694e-09,3.034398123180632e-06
638,,1.649001569397831e-05,2.7189940504520724e-06,4.2061848948829065e-11,9.767898751098366e-07,3.2409212452870665e-09,3.5473219295396673e-06,3.4980182781116696e-09,2.7189940504520724e-06
639,,2.2454234013977594e-05,2.7675744823743788e-06,3.711999194262658e-11,9.520800082309683e-07,2.4998586247306924e-09,4.321258365101534e-06,3.0049601728160145e-09,2.7675744823743788e-06
640,,2.129319783712836e-05,3.343884832492996e-06,3.681896806437161e-11,8.610784715699603e-07,3.259831388270881e-09,2.93211425705134e-06,3.7230703961428086e-09,3.343884832492996e-06
641,,1.97686457293269e-05,2.918187025582197e-06,3.43063970724346e-11,8.849869265158282e-07,3.0541570566558116e-09,3.4174442544239136e-06,3.440021209918482e-09,2.918187025582197e-06
642,,1.578351354173222e-05,3.0883843655736453e-06,3.327180051009378e-11,9.621504139838062e-07,3.089495409119658e-09,3.5858895163760775e-06,3.3300637080571585e-09,3.0883843655736453e-06
643,,2.2614748110230113e-05,2.893312415878722e-06,2.925552862612944e-11,8.892683601754699e-07,2.1709587142370126e-09,3.4252965608210323e-06,2.685329827254953e-09,2.893312415878722e-06
644,,2.0243264163204507e-05,2.585374030929283e-06,2.8422765852788697e-11,7.791791613758229e-07,2.9236743585847912e-09,3.6598045891623717e-06,3.3054317517885795e-09,2.585374030929283e-06
645,,2.6299673878773814e-05,2.5012497024186155e-06,2.7977022309052283e-11,8.573803678237905e-07,2.4213791219246197e-09,3.741617660631247e-06,3.1153696507400575e-09,2.5012497024186155e-06
646,,1.822635051007241e-05,2.46079471680206e-06,2.59681538688562e-11,8.584293931224238e-07,2.0844802282904636e-09,4.337095596641186e-06,2.408008570705618e-09,2.46079471680206e-06
647,,1.9256629916206486e-05,2.644778559050406e-06,2.2327241490838386e-11,8.517283714288615e-07,2.260861371459758e-09,3.7767544194900153e-06,2.635504508581631e-09,2.644778559050406e-06
648,,2.085104211222871e-05,2.393407456188371e-06,2.341207823539397e-11,9.607534176866092e-07,2.247253198254948e-09,3.901283440171013e-06,2.666124919391256e-09,2.393407456188371e-06
649,,1.7715746726996743e-05,2.7311296569479146e-06,2.0295766032629705e-11,8.013584191973196e-07,1.9288687393255036e-09,4.541574560713358e-06,2.235042315554554e-09,2.7311296569479146e-06
650,,1.6900047126410742e-05,2.612937363135024e-06,1.8757395261394328e-11,7.613981268135076e-07,2.0388534851667095e-09,3.3560684813005356e-06,2.3056076201524812e-09,2.612937363135024e-06
651,,1.886823723941633e-05,2.441510541929257e-06,5.555272854791177e-12,5.872435196870441e-07,1.2762560057384326e-09,3.783796251135512e-06,1.6492121648950376e-09,2.441510541929257e-06
652,,1.837065021118858e-05,2.676477663710776e-06,4.880128768125215e-12,7.057819648645803e-07,1.0372200084159517e-09,4.1646645979426176e-06,1.3749345550784271e-09,2.676477663710776e-06
653,,1.0679850092776556e-05,2.300461820249904e-06,4.087233706212414e-12,5.916906627617158e-07,1.0615445800410815e-09,4.418276059626042e-06,1.1649867011936368e-09,2.300461820249904e-06
654,,1.7538003435197206e-05,2.3511431981133737e-06,5.819881826075618e-12,6.003273441985801e-07,1.301510652997188e-09,4.50154467168478e-06,1.5947227301112854e-09,2.3511431981133737e-06
655,,1.8968229795625252e-05,2.611910589506703e-06,4.6311535428933534e-12,6.171652804867358e-07,1.1248774473396947e-09,4.418575245676136e-06,1.4853337046090241e-09,2.611910589506703e-06
656,,1.248642503411469e-05,2.226883913959495e-06,5.43180077609525e-12,6.405439994716828e-07,1.5932092138128087e-09,4.4141588994803635e-06,1.7460815027966812e-09,2.226883913959495e-06
657,,1.2897015523301459e-05,2.4465418254004088e-06,4.848008408339564e-12,6.089588414687923e-07,1.2888748549500862e-09,5.403626801336711e-06,1.445412493492324e-09,2.4465418254004088e-06
658,,1.039953737027779e-05,2.148307731050138e-06,5.716913558261381e-12,6.510653707562163e-07,7.748319971473915e-10,4.556711940020452e-06,8.72036678076047e-10,2.148307731050138e-06
659,,1.8027582198619815e-05,2.5803959978168456e-06,3.5589497653506524e-12,5.594772315779851e-07,7.880282304710408e-10,3.8746947100343735e-06,1.1188880723387348e-09,2.5803959978168456e-06
660,,1.39466298230415e-05,2.202070383410399e-06,3.897217839209596e-12,6.078898352063633e-07,1.4572774672959756e-09,4.804237840753782e-06,1.661728029941218e-09,2.202070383410399e-06
661,,1.1373424039236786e-05,2.3190422632991643e-06,4.697848140787234e-12,6.496596569601132e-07,9.424785977285397e-10,5.4803631912323725e-06,1.0715705692379997e-09,2.3190422632991643e-06
662,,8.455097024548587e-06,1.7721411689336454e-06,4.359433670953684e-12,5.965438445618865e-07,1.6119157025396393e-09,4.2558591519474054e-06,1.6808300531266843e-09,1.7721411689336454e-06
663,,9.272697512753042e-06,1.7089194637431878e-06,5.3831567964562605e-12,6.418088774241019e-07,1.3230555519197965e-09,4.69726858332918e-06,1.4020726983984945e-09,1.7089194637431878e-06
664,,5.23419368152538e-06,1.7139228792197518e-06,4.241704092315642e-12,6.308114250778716e-07,1.1618070913315755e-09,6.5302893674520836e-06,1.1884283316494962e-09,1.7139228792197518e-06
665,,8.091502194686695e-06,1.8309407180973925e-06,4.642960036699321e-12,6.303444659065773e-07,1.3009552753796415e-09,5.344835480173714e-06,1.366415673864517e-09,1.8309407180973925e-06
666,,1.2121235776558008e-05,2.2707388281203934e-06,6.18711820927479e-12,6.430443069437992e-07,1.554061689017156e-09,4.634817789023478e-06,1.6996255661096306e-09,2.2707388281203934e-06
667,,7.951918735389643e-06,1.940870443015731e-06,5.253500179603098e-12,7.429847907994921e-07,1.6286528466753302e-09,4.741777796019515e-06,1.6857091650654102e-09,1.940870443015731e-06
668,,2.4307613048120546e-06,1.5551970121527464e-06,4.774944902435634e-12,6.37720807853253e-07,1.2081236272743166e-09,5.010018047472213e-06,1.2127171482980929e-09,1.5551970121527464e-06
669,,1.3720727888098877e-07,1.0005881831681905e-06,4.123231287385521e-12,6.307855614635125e-07,1.2582562695116432e-09,5.853475918169335e-06,1.2582572734270134e-09,1.0005881831681905e-06
670,,8.905232575090672e-07,1.7431737917705382e-06,4.031566247933511e-12,6.134675608839122e-07,1.3646356119922027e-09,5.772003708564018e-06,1.3650337697530655e-09,1.7431737917705382e-06
671,,9.522057247622266e-07,1.3211134509765892e-06,3.95196859624805e-12,6.217374427400009e-07,1.4340178908606966e-09,5.54319163387504e-06,1.4344704376015909e-09,1.3211134509765892e-06
672,,4.28695342256529e-06,1.452025243367528e-06,2.770232238798606e-12,4.997374267117943e-07,9.456664681479094e-10,5.429468317616283e-06,9.636052159188784e-10,1.452025243367528e-06
673,,6.698159074661672e-06,2.0915545596275032e-06,2.2528224211883993e-12,5.488041820297757e-07,9.89821036934706e-10,5.19033698622272e-06,1.0326073643051807e-09,2.0915545596275032e-06
674,,1.2574034981646459e-05,2.0787991570046745e-06,1.5697441034836157e-12,4.794933580223753e-07,9.619800511007293e-10,5.298144687739711e-06,1.1283992016908187e-09,2.0787991570046745e-06
675,,1.1755981924664588e-05,2.6511694528864457e-06,8.222941508824197e-13,3.963172724301955e-07,3.2678458940100337e-10,4.8025391695229356e-06,4.528674744137422e-10,2.6511694528864457e-06
676,,1.652003996561796e-05,3.067754346231048e-06,4.4712976704453816e-13,3.0558580936762216e-07,2.8633910382430003e-10,4.207871979113474e-06,5.567444558850938e-10,3.067754346231048e-06
